id,job_title,company_id,location_id,employment_type_id,salary_range_id,job_description,listing_date
2921,QA Engineer,782,952,1,5,Job description for QA Engineer position at company 782,2024-02-16 14:08:53
2922,Sales Representative,1686,29,2,12,Job description for Sales Representative position at company 1686,2023-06-22 14:08:53
2923,Financial Analyst,1595,118,2,15,Job description for Financial Analyst position at company 1595,2024-09-28 14:08:53
2924,System Administrator,1771,365,5,20,Job description for System Administrator position at company 1771,2025-01-26 14:08:53
2925,Frontend Developer,678,597,3,16,Job description for Frontend Developer position at company 678,2022-11-20 14:08:53
2926,Mobile Developer,1989,826,1,19,Job description for Mobile Developer position at company 1989,2024-02-06 14:08:53
2927,Marketing Manager,535,723,3,18,Job description for Marketing Manager position at company 535,2024-07-19 14:08:53
2928,Frontend Developer,532,713,3,13,Job description for Frontend Developer position at company 532,2025-01-18 14:08:53
2929,Full Stack Developer,174,75,2,18,Job description for Full Stack Developer position at company 174,2024-12-14 14:08:53
2930,Sales Representative,1813,210,3,6,Job description for Sales Representative position at company 1813,2023-12-11 14:08:53
2931,Network Engineer,323,956,2,2,Job description for Network Engineer position at company 323,2024-04-08 14:08:53
2932,Frontend Developer,635,469,3,6,Job description for Frontend Developer position at company 635,2024-05-11 14:08:53
2933,Network Engineer,426,672,1,1,Job description for Network Engineer position at company 426,2024-07-24 14:08:53
2934,Full Stack Developer,1359,462,5,14,Job description for Full Stack Developer position at company 1359,2025-09-14 14:08:53
2935,System Administrator,1601,842,5,1,Job description for System Administrator position at company 1601,2023-01-21 14:08:53
2936,Project Manager,1456,725,2,19,Job description for Project Manager position at company 1456,2024-06-12 14:08:53
2937,Database Administrator,1543,597,1,5,Job description for Database Administrator position at company 1543,2023-05-18 14:08:53
2938,Research Scientist,898,911,3,3,Job description for Research Scientist position at company 898,2025-06-26 14:08:53
2939,Machine Learning Engineer,386,39,3,7,Job description for Machine Learning Engineer position at company 386,2024-08-29 14:08:53
2940,Sales Representative,318,234,5,12,Job description for Sales Representative position at company 318,2023-02-20 14:08:53
2941,Operations Manager,332,835,5,20,Job description for Operations Manager position at company 332,2024-06-12 14:08:53
2942,Mobile Developer,801,347,2,15,Job description for Mobile Developer position at company 801,2024-10-05 14:08:53
2943,Operations Manager,408,206,2,17,Job description for Operations Manager position at company 408,2023-09-25 14:08:53
2944,Full Stack Developer,20,140,1,5,Job description for Full Stack Developer position at company 20,2024-09-22 14:08:53
2945,System Administrator,1175,111,2,7,Job description for System Administrator position at company 1175,2022-12-06 14:08:53
2946,Full Stack Developer,45,225,2,9,Job description for Full Stack Developer position at company 45,2025-03-01 14:08:53
2947,Game Developer,904,70,1,14,Job description for Game Developer position at company 904,2025-06-07 14:08:53
2948,Solution Architect,1911,836,1,15,Job description for Solution Architect position at company 1911,2025-04-08 14:08:53
2949,HR Manager,1590,490,5,20,Job description for HR Manager position at company 1590,2024-10-27 14:08:53
2950,Project Manager,511,921,1,6,Job description for Project Manager position at company 511,2024-06-07 14:08:53
2951,Solution Architect,432,58,1,6,Job description for Solution Architect position at company 432,2024-03-02 14:08:53
2952,Machine Learning Engineer,1672,500,2,8,Job description for Machine Learning Engineer position at company 1672,2023-01-14 14:08:53
2953,Backend Developer,555,734,2,2,Job description for Backend Developer position at company 555,2023-08-03 14:08:53
2954,Cybersecurity Specialist,939,70,5,1,Job description for Cybersecurity Specialist position at company 939,2023-05-21 14:08:53
2955,Game Developer,1470,167,2,5,Job description for Game Developer position at company 1470,2024-07-07 14:08:53
2956,Sales Representative,1805,383,1,15,Job description for Sales Representative position at company 1805,2025-03-12 14:08:53
2957,Machine Learning Engineer,1353,905,5,15,Job description for Machine Learning Engineer position at company 1353,2023-06-12 14:08:53
2958,AI Engineer,1316,652,4,11,Job description for AI Engineer position at company 1316,2024-05-02 14:08:53
2959,Network Engineer,217,638,5,6,Job description for Network Engineer position at company 217,2024-05-09 14:08:53
2960,Sales Representative,792,369,5,8,Job description for Sales Representative position at company 792,2025-05-06 14:08:53
2961,HR Manager,1616,694,4,5,Job description for HR Manager position at company 1616,2024-10-11 14:08:53
2962,Marketing Manager,369,160,3,20,Job description for Marketing Manager position at company 369,2023-02-06 14:08:53
2963,Scrum Master,790,404,5,10,Job description for Scrum Master position at company 790,2024-04-20 14:08:53
2964,HR Manager,1940,254,4,8,Job description for HR Manager position at company 1940,2023-12-05 14:08:53
2965,Web Developer,1175,788,1,6,Job description for Web Developer position at company 1175,2023-06-08 14:08:53
2966,Financial Analyst,174,89,1,4,Job description for Financial Analyst position at company 174,2025-11-07 14:08:53
2967,Game Developer,1979,526,1,8,Job description for Game Developer position at company 1979,2024-10-25 14:08:53
2968,Network Engineer,1654,941,5,2,Job description for Network Engineer position at company 1654,2023-04-16 14:08:53
2969,Game Developer,1752,51,4,10,Job description for Game Developer position at company 1752,2023-01-28 14:08:53
2970,Full Stack Developer,1226,155,3,4,Job description for Full Stack Developer position at company 1226,2024-04-14 14:08:53
2971,Technical Writer,365,613,3,4,Job description for Technical Writer position at company 365,2025-08-23 14:08:53
2972,DevOps Engineer,354,180,2,16,Job description for DevOps Engineer position at company 354,2025-01-18 14:08:53
2973,Machine Learning Engineer,512,226,5,15,Job description for Machine Learning Engineer position at company 512,2023-11-23 14:08:53
2974,Operations Manager,44,370,3,5,Job description for Operations Manager position at company 44,2023-09-07 14:08:53
2975,UX Designer,770,181,4,11,Job description for UX Designer position at company 770,2024-05-02 14:08:53
2976,Database Administrator,1741,982,2,7,Job description for Database Administrator position at company 1741,2022-11-19 14:08:53
2977,Frontend Developer,415,1000,3,10,Job description for Frontend Developer position at company 415,2024-07-26 14:08:53
2978,Web Developer,1797,927,1,10,Job description for Web Developer position at company 1797,2025-09-09 14:08:53
2979,Research Scientist,1042,614,5,11,Job description for Research Scientist position at company 1042,2022-12-10 14:08:53
2980,Cloud Architect,952,22,2,1,Job description for Cloud Architect position at company 952,2024-12-21 14:08:53
2981,Database Administrator,1569,520,3,3,Job description for Database Administrator position at company 1569,2024-08-18 14:08:53
2982,Frontend Developer,1614,699,4,16,Job description for Frontend Developer position at company 1614,2024-04-26 14:08:53
2983,Customer Success Manager,814,438,2,6,Job description for Customer Success Manager position at company 814,2024-08-25 14:08:53
2984,Network Engineer,478,275,2,15,Job description for Network Engineer position at company 478,2025-08-31 14:08:53
2985,AI Engineer,654,814,2,6,Job description for AI Engineer position at company 654,2024-11-19 14:08:53
2986,HR Manager,36,429,1,13,Job description for HR Manager position at company 36,2024-10-31 14:08:53
2987,Business Analyst,291,829,5,5,Job description for Business Analyst position at company 291,2023-01-11 14:08:53
2988,Solution Architect,1173,743,2,5,Job description for Solution Architect position at company 1173,2024-06-23 14:08:53
2989,UX Designer,147,331,4,7,Job description for UX Designer position at company 147,2023-02-10 14:08:53
2990,HR Manager,1212,326,3,19,Job description for HR Manager position at company 1212,2025-02-16 14:08:53
2991,Full Stack Developer,893,251,4,5,Job description for Full Stack Developer position at company 893,2025-03-01 14:08:53
2992,Customer Success Manager,1694,638,3,6,Job description for Customer Success Manager position at company 1694,2023-02-11 14:08:53
2993,Mobile Developer,773,78,3,9,Job description for Mobile Developer position at company 773,2025-10-04 14:08:53
2994,Data Scientist,1324,685,5,11,Job description for Data Scientist position at company 1324,2023-06-02 14:08:53
2995,Frontend Developer,420,742,1,8,Job description for Frontend Developer position at company 420,2023-02-06 14:08:53
2996,Product Manager,559,588,5,8,Job description for Product Manager position at company 559,2023-10-03 14:08:53
2997,Marketing Manager,1678,658,1,6,Job description for Marketing Manager position at company 1678,2023-09-22 14:08:53
2998,DevOps Engineer,1946,849,2,3,Job description for DevOps Engineer position at company 1946,2024-12-17 14:08:53
2999,Cybersecurity Specialist,1048,679,1,12,Job description for Cybersecurity Specialist position at company 1048,2023-09-26 14:08:53
3000,Mobile Developer,1113,428,5,16,Job description for Mobile Developer position at company 1113,2025-02-15 14:08:53
3001,QA Engineer,1831,9,1,19,Job description for QA Engineer position at company 1831,2023-06-28 14:08:53
3002,Project Manager,537,570,5,2,Job description for Project Manager position at company 537,2025-01-21 14:08:53
3003,QA Engineer,626,769,2,1,Job description for QA Engineer position at company 626,2023-02-11 14:08:53
3004,Database Administrator,364,584,5,16,Job description for Database Administrator position at company 364,2025-05-09 14:08:53
3005,AI Engineer,501,852,3,17,Job description for AI Engineer position at company 501,2024-09-16 14:08:53
3006,Database Administrator,1307,412,3,13,Job description for Database Administrator position at company 1307,2024-08-13 14:08:53
3007,UX Designer,1221,446,2,7,Job description for UX Designer position at company 1221,2024-07-14 14:08:53
3008,Customer Success Manager,229,626,2,14,Job description for Customer Success Manager position at company 229,2023-09-08 14:08:53
3009,Customer Success Manager,154,198,2,1,Job description for Customer Success Manager position at company 154,2024-08-02 14:08:53
3010,Marketing Manager,94,292,2,20,Job description for Marketing Manager position at company 94,2024-04-17 14:08:53
3011,Backend Developer,1630,996,1,10,Job description for Backend Developer position at company 1630,2025-08-06 14:08:53
3012,UX Designer,185,483,5,15,Job description for UX Designer position at company 185,2023-09-26 14:08:53
3013,Network Engineer,1205,625,5,20,Job description for Network Engineer position at company 1205,2024-06-06 14:08:53
3014,DevOps Engineer,1335,165,5,7,Job description for DevOps Engineer position at company 1335,2023-07-01 14:08:53
3015,Data Scientist,117,225,4,14,Job description for Data Scientist position at company 117,2025-03-04 14:08:53
